category,path,line,excerpt,classification
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,352,"assert text.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,353,"assert ""\\n"" not in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,358,"assert text.startswith(""# Flow* Source Rescue Notes"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,359,"assert text.count(""\n"") > 30",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,360,"assert ""\\n"" not in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,393,,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,395,assert text_paths,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,400,"assert text.endswith(""\n"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,401,"assert text.count(""\n"") == len(frame) + 1",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,402,assert len(physical_lines) == len(frame) + 1,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,404,"assert ""validation_mode"" in frame.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,409,"assert text.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,410,"assert ""\\n"" not in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,418,,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,420,"assert ""Across all configs"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,421,"assert ""not a single-run step count"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,441,,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,443,"assert (out_dir / ""candidate_order_segments.csv"").exists()",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,445,"assert ""candidate_order=8/output_order=6"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,447,"assert rows[0][""candidate_order""] == ""8""",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,448,"assert rows[0][""output_order""] == ""6""",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,472,"assert text.endswith(""\n"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,473,"assert text.count(""\n"") == len(frame) + 1",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,474,assert len(text.splitlines()) == len(frame) + 1,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,485,"assert text.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,486,"assert ""\\n"" not in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,489,assert len(table_rows) >= 2,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,521,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,523,"assert set(summary[""run_id""]) == {",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,527,"assert ""max_insertion_truncation_width"" in summary.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,529,"assert {""inserted_endpoint_width_sum"", ""normalized_reset_width_sum"", ""tmv_right_degree""} <= set(reset.columns)",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,539,"assert text.endswith(""\n"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,540,"assert text.count(""\n"") == len(frame) + 1",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,542,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,543,"assert ""Did reset widths shrink before t~=2.4?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,544,"assert ""Branch decision:"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,560,"assert text.endswith(""\n""), csv_path",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,561,"assert text.count(""\n"") == len(frame) + 1, csv_path",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,564,"assert text.endswith(""\n""), md_path",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,565,"assert text.count(""\n"") > 10, md_path",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,569,"assert ""``"" not in baseline_line",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,570,"assert ""t=`0`"" not in baseline_line",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,592,"assert set(summary[""run_id""]) == {",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,596,"assert set(summary[""reset_mode""]) == {""normalized_insertion""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,634,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,636,"assert set(summary[""run_id""]) == {",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,643,"assert ""Did any normalized insertion config reach horizon 10?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,644,"assert ""Did sample containment sanity pass? pending"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,654,"assert text.endswith(""\n"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,655,"assert text.count(""\n"") == len(frame) + 1",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,688,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,690,"assert set(summary[""right_map_range_mode""]) == {""normal_eval""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,692,"assert ""old_right_map_range_width_sum"" in reset.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,693,"assert ""normal_right_map_range_width_sum"" in reset.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,695,"assert ""Did normal_eval beat"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,696,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,714,assert len(lines) > 20,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,715,assert max(len(line) for line in lines) < 500,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,748,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,750,"assert set(summary[""reset_mode""]) == {""normalized_insertion_symqueue""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,751,"assert ""max_symqueue_propagated_symbolic_width_sum"" in summary.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,753,"assert ""queue_size"" in segments.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,754,"assert ""propagated_symbolic_width_sum"" in segments.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,756,"assert ""Did any symqueue config reach horizon 10?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,757,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,790,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,792,"assert set(summary[""reset_mode""]) == {""normalized_insertion_symqueue_split""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,793,"assert ""max_total_range_width_with_symbolic"" in summary.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,795,assert {,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,802,"assert ""insertion_symbolic_candidate_width"" in reset.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,804,"assert ""Did split semantics beat old symqueue"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,805,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,839,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,841,"assert set(summary[""reset_mode""]) == {""normalized_insertion_symqueue_v2""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,842,"assert set(summary[""symbolic_queue_mode""]) == {""flowstar_linear_v2""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,844,assert {,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,853,"assert ""current_linear_map_entries"" in reset.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,855,"assert ""Did v2 beat split queue"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,856,"assert ""not Flow* parity"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,857,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,886,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,888,"assert ""right_map_range_normal_sum"" in trace.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,890,"assert ""Which right-map dimension drives width?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,891,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,916,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,918,"assert set(summary[""run_id""]) == {""flowstar_style_o4_target_insert"", ""flowstar_style_o6_candidate8_output6_insert""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,920,"assert ""Which path should be prioritized for h10 parity?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,921,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,937,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,939,"assert set(trace[""source""]) >= {""no_queue"", ""split_symqueue"", ""v2_symqueue""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,940,assert {,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,950,"assert ""Did v2 reach h10?"" in report",manual_review
